"","x","y","sp","ref"
"1507",-49.0186,-26.1539,"Sturnira lilium","FURB_338"
"1508",-53.708583,-26.132784,"Sturnira lilium","GBIF"
"1509",-48.64523742,-26.08014768,"Sturnira lilium","Muylaert_etal_2017"
"1510",-48.8545202,-26.0294904,"Sturnira lilium","FURB_4332"
"1511",-49.333333,-25.983333,"Sturnira lilium","Miretzki_2003"
"1512",-54.283333,-25.966667,"Sturnira lilium","Barquez"
"1513",-49.183333,-25.916667,"Sturnira lilium","Miretzki_2003"
"1514",-51.59,-25.91,"Sturnira lilium","Muylaert_etal_2017"
"1515",-50.3828,-25.8744,"Sturnira lilium","FURB_3230"
"1516",-50.866667,-25.866667,"Sturnira lilium","Miretzki_2003"
"1517",-54.484012,-25.86045,"Sturnira lilium","GBIF"
"1518",-54.34146,-25.84247,"Sturnira lilium","GBIF"
"1519",-54.249716,-25.837081,"Sturnira lilium","GBIF"
"1520",-52.016667,-25.833333,"Sturnira lilium","Miretzki_2003"
"1521",-50.425503,-25.825167,"Sturnira lilium","Portal_Da_Biodiversidade"
"1522",-48.5428,-25.8175,"Sturnira lilium","SpeciesLink"
"1523",-48.9,-25.816667,"Sturnira lilium","Miretzki_2003"
"1524",-48.733333,-25.8,"Sturnira lilium","Miretzki_2003"
"1525",-48.566667,-25.8,"Sturnira lilium","Miretzki_2003"
"1526",-48.519167,-25.785,"Sturnira lilium","Muylaert_etal_2017"
"1527",-52.133333,-25.766667,"Sturnira lilium","Miretzki_2003"
"1528",-48.724881,-25.756842,"Sturnira lilium","Portal_Da_Biodiversidade"
"1529",-48.91667,-25.75,"Sturnira lilium","GBIF"
"1530",-48.75,-25.75,"Sturnira lilium","Miretzki_2003"
"1531",-48.716667,-25.75,"Sturnira lilium","Muylaert_etal_2017"
"1532",-54.539473,-25.69512,"Sturnira lilium","GBIF"
"1533",-54.44638,-25.687287,"Sturnira lilium","GBIF"
"1534",-54.319289,-25.68029,"Sturnira lilium","GBIF"
"1535",-54.434875,-25.679781,"Sturnira lilium","Portal_Da_Biodiversidade"
"1536",-49.177778,-25.672778,"Sturnira lilium","Portal_Da_Biodiversidade"
"1537",-54.45,-25.66667,"Sturnira lilium","GBIF"
"1538",-48.5,-25.666667,"Sturnira lilium","Miretzki_2003"
"1539",-54.32667,-25.61667,"Sturnira lilium","GBIF"
"1540",-51.868608,-25.603608,"Sturnira lilium","Portal_Da_Biodiversidade"
"1541",-51.787984,-25.601411,"Sturnira lilium","FURB_4829"
"1542",-48.550469,-25.597256,"Sturnira lilium","Portal_Da_Biodiversidade"
"1543",-48.547894,-25.595092,"Sturnira lilium","Portal_Da_Biodiversidade"
"1544",-48.559167,-25.593333,"Sturnira lilium","Portal_Da_Biodiversidade"
"1545",-48.552777,-25.582322,"Sturnira lilium","Goncalves_etal_2018"
"1546",-49.2064,-25.5347,"Sturnira lilium","SpeciesLink"
"1547",-49.233333,-25.516667,"Sturnira lilium","Miretzki_2003"
"1548",-48.990833,-25.515556,"Sturnira lilium","Portal_Da_Biodiversidade"
"1549",-49.6242,-25.4908,"Sturnira lilium","SpeciesLink"
"1550",-49.233333,-25.483333,"Sturnira lilium","Miretzki_2003"
"1551",-48.983333,-25.483333,"Sturnira lilium","Miretzki_2003"
"1552",-49.7147,-25.4717,"Sturnira lilium","SpeciesLink"
"1553",-49.25,-25.466667,"Sturnira lilium","Miretzki_2003"
"1554",-53.878976,-25.458903,"Sturnira lilium","Sekiama_etal_2001"
"1555",-49.216667,-25.45,"Sturnira lilium","Miretzki_2003"
"1556",-48.91900376,-25.4405836,"Sturnira lilium","Muylaert_etal_2017"
"1557",-48.919167,-25.439444,"Sturnira lilium","Portal_Da_Biodiversidade"
"1558",-49.166667,-25.433333,"Sturnira lilium","Miretzki_2003"
"1559",-49.05,-25.433333,"Sturnira lilium","Miretzki_2003"
"1560",-48.916667,-25.433333,"Sturnira lilium","Miretzki_2003"
"1561",-48.85,-25.433333,"Sturnira lilium","Miretzki_2003"
"1562",-49.2731,-25.4278,"Sturnira lilium","SpeciesLink"
"1563",-50,-25.416667,"Sturnira lilium","Miretzki_2003"
"1564",-49.316667,-25.416667,"Sturnira lilium","Miretzki_2003"
"1565",-49.283333,-25.416667,"Sturnira lilium","Miretzki_2003"
"1566",-49.216667,-25.416667,"Sturnira lilium","Miretzki_2003"
"1567",-48.866667,-25.416667,"Sturnira lilium","Miretzki_2003"
"1568",-49.266667,-25.4,"Sturnira lilium","Miretzki_2003"
"1569",-49.233333,-25.383333,"Sturnira lilium","Miretzki_2003"
"1570",-48.808,-25.383,"Sturnira lilium","Muylaert_etal_2017"
"1571",-48.801111,-25.368611,"Sturnira lilium","Portal_Da_Biodiversidade"
"1572",-51.482778,-25.354444,"Sturnira lilium","Portal_Da_Biodiversidade"
"1573",-51.46675,-25.352611,"Sturnira lilium","Portal_Da_Biodiversidade"
"1574",-49.366667,-25.35,"Sturnira lilium","Miretzki_2003"
"1575",-49.05,-25.3,"Sturnira lilium","Miretzki_2003"
"1576",-49.216667,-25.283333,"Sturnira lilium","Miretzki_2003"
"1577",-50.060278,-25.259719,"Sturnira lilium","Portal_Da_Biodiversidade"
"1578",-50.060278,-25.259717,"Sturnira lilium","Portal_Da_Biodiversidade"
"1579",-50.033333,-25.25,"Sturnira lilium","Miretzki_2003"
"1580",-48.583333,-25.25,"Sturnira lilium","Miretzki_2003"
"1581",-48.75,-25.216667,"Sturnira lilium","Miretzki_2003"
"1582",-48.29887,-25.182199,"Sturnira lilium","Miretzki_2003"
"1583",-48.283331,-25.15,"Sturnira lilium","Portal_Da_Biodiversidade"
"1584",-48.816667,-25.083333,"Sturnira lilium","Miretzki_2003"
"1585",-49.0858,-24.9744,"Sturnira lilium","SpeciesLink"
"1586",-49.65,-28.15,"Sturnira lilium","Reinert_etal_2016"
"1587",-48.805942,-27.734342,"Sturnira tildae","Portal_Da_Biodiversidade"
"1588",-48.808186,-27.730043,"Sturnira tildae","FURB_1114"
"1590",-49.199722,-27.064167,"Sturnira tildae","Portal_Da_Biodiversidade"
"1591",-49.08,-27.06,"Sturnira tildae","Muylaert_etal_2017"
"1592",-49.112233,-27.060308,"Sturnira tildae","Althoff_2007"
"1593",-49.09315,-27.052057,"Sturnira tildae","FURB_1458"
"1594",-49.149167,-27.05,"Sturnira tildae","Althoff_2007"
"1595",-49.2318821,-26.93140602,"Sturnira tildae","FURB_1785"
"1596",-48.9566824,-26.9307306,"Sturnira tildae","FURB_4688"
"1597",-48.93949986,-26.88020099,"Sturnira tildae","FURB_6141"
"1598",-48.686667,-26.843333,"Sturnira tildae","Goncalves_etal_2018"
"1599",-48.794687,-26.842005,"Sturnira tildae","FURB_4665"
"1600",-48.686944,-26.839167,"Sturnira tildae","unpublished records made by Fernando Carvalho"
"1601",-48.895278,-26.486944,"Sturnira tildae","Goncalves_etal_2018"
"1602",-48.794167,-26.471667,"Sturnira tildae","unpublished records made by Fernando Carvalho"
"1603",-49.002628,-26.468753,"Sturnira tildae","FURB_5790"
"1604",-49.292767,-26.441028,"Sturnira tildae","Portal_Da_Biodiversidade"
"1605",-49.252428,-26.427656,"Sturnira tildae","FURB_3514"
"1607",-48.571828,-26.329769,"Sturnira tildae","Portal_Da_Biodiversidade"
"1608",-48.670278,-26.2775,"Sturnira tildae","unpublished records made by Fernando Carvalho"
"1609",-49.2832,-26.2563,"Sturnira tildae","FURB_5479"
"1610",-49.378333,-26.25,"Sturnira tildae","Portal_Da_Biodiversidade"
"1611",-49.0186,-26.1539,"Sturnira tildae","FURB_400"
"1612",-51.594667,-25.911667,"Sturnira tildae","Portal_Da_Biodiversidade"
"1613",-51.59,-25.91,"Sturnira tildae","Muylaert_etal_2017"
"1614",-48.724881,-25.756842,"Sturnira tildae","Portal_Da_Biodiversidade"
"1615",-48.716667,-25.75,"Sturnira tildae","Muylaert_etal_2017"
"1616",-48.550469,-25.597256,"Sturnira tildae","Portal_Da_Biodiversidade"
"1617",-48.55,-25.583333,"Sturnira tildae","Muylaert_etal_2017"
"1618",-48.91900376,-25.4405836,"Sturnira tildae","Muylaert_etal_2017"
"1619",-48.866667,-25.416667,"Sturnira tildae","Miretzki_2003"
"1620",-48.808,-25.383,"Sturnira tildae","Muylaert_etal_2017"
"1621",-48.801111,-25.368611,"Sturnira tildae","Portal_Da_Biodiversidade"
"1622",-48.283331,-25.15,"Sturnira tildae","Portal_Da_Biodiversidade"
"1623",-48.53343487,-27.73140099,"Tonatia bidens","FURB_121"
"1624",-54.45,-25.683333,"Tonatia bidens","Barquez"
"1625",-51.868608,-25.603608,"Tonatia bidens","Portal_Da_Biodiversidade"
"1626",-53.878976,-25.458903,"Tonatia bidens","Sekiama_etal_2001"
"1627",-48.866667,-25.416667,"Tonatia bidens","Miretzki_2003"
"1628",-48.91900376,-25.4405836,"Trachops cirrhosus","Muylaert_etal_2017"
"1629",-48.283331,-25.15,"Trachops cirrhosus","Portal_Da_Biodiversidade"
"1630",-47.966667,-25.133333,"Trachops cirrhosus","GBIF"
"1631",-50.214467,-29.650516,"Vampyressa pusilla","Noronha"
"1632",-49.863794,-29.367134,"Vampyressa pusilla","Noronha"
"1633",-49.8472,-28.8303,"Vampyressa pusilla","Bolla_etal_2017"
"1634",-49.757778,-28.828333,"Vampyressa pusilla","Goncalves_etal_2018"
"1635",-49.928611,-28.788333,"Vampyressa pusilla","unpublished records made by Fernando Carvalho"
"1636",-49.432222,-28.69,"Vampyressa pusilla","unpublished records made by Fernando Carvalho"
"1637",-49.5,-28.65,"Vampyressa pusilla","Bolla_etal_2017"
"1638",-49.49884,-28.63749,"Vampyressa pusilla","Cherem_etal_2004"
"1639",-49.5167,-28.6167,"Vampyressa pusilla","FURB_875"
"1640",-49.255,-28.483889,"Vampyressa pusilla","unpublished records made by Fernando Carvalho"
"1641",-49.25528,-28.48361,"Vampyressa pusilla","Muylaert_etal_2017"
"1642",-49.185,-28.4358,"Vampyressa pusilla","Bolla_etal_2017"
"1643",-48.805942,-27.734342,"Vampyressa pusilla","Portal_Da_Biodiversidade"
"1644",-48.53343487,-27.73140099,"Vampyressa pusilla","FURB_2436"
"1645",-48.808186,-27.730043,"Vampyressa pusilla","FURB_1116"
"1646",-48.69,-27.72,"Vampyressa pusilla","FURB_5063"
"1647",-48.777488,-27.686408,"Vampyressa pusilla","Cherem_etal_2004"
"1648",-48.6275,-27.6153,"Vampyressa pusilla","FURB_3486"
"1649",-48.66960526,-27.49944032,"Vampyressa pusilla","FURB_4769"
"1654",-53.0112648,-27.24547299,"Vampyressa pusilla","FURB_2550"
"1655",-49.520352,-27.133467,"Vampyressa pusilla","FURB_4599"
"1656",-53.9,-27.133333,"Vampyressa pusilla","Barquez"
"1657",-49.185358,-27.109626,"Vampyressa pusilla","Muylaert_etal_2017"
"1658",-49.199722,-27.064167,"Vampyressa pusilla","Portal_Da_Biodiversidade"
"1659",-49.08,-27.06,"Vampyressa pusilla","Muylaert_etal_2017"
"1660",-49.112233,-27.060308,"Vampyressa pusilla","Althoff_2007"
"1661",-49.09315,-27.052057,"Vampyressa pusilla","FURB_1308"
"1662",-49.149167,-27.05,"Vampyressa pusilla","Althoff_2007"
"1663",-49.2318821,-26.93140602,"Vampyressa pusilla","FURB_1716"
"1664",-48.9566824,-26.9307306,"Vampyressa pusilla","FURB_4761"
"1665",-49.104868,-26.88503,"Vampyressa pusilla","Cherem_etal_2004"
"1666",-48.93949986,-26.88020099,"Vampyressa pusilla","FURB_6272"
"1667",-49.18968,-26.878499,"Vampyressa pusilla","GBIF"
"1668",-48.686667,-26.843333,"Vampyressa pusilla","Goncalves_etal_2018"
"1669",-48.686944,-26.839167,"Vampyressa pusilla","unpublished records made by Fernando Carvalho"
"1670",-49.2967,-26.8017,"Vampyressa pusilla","FURB_2995"
"1671",-49.2832,-26.2563,"Vampyressa pusilla","FURB_5558"
"1672",-49.378333,-26.25,"Vampyressa pusilla","Portal_Da_Biodiversidade"
"1673",-48.60894442,-26.18028129,"Vampyressa pusilla","FURB_2785"
"1674",-48.5428,-25.8175,"Vampyressa pusilla","SpeciesLink"
"1675",-48.519167,-25.785,"Vampyressa pusilla","Muylaert_etal_2017"
"1676",-48.550469,-25.597256,"Vampyressa pusilla","Portal_Da_Biodiversidade"
"1677",-48.552777,-25.582322,"Vampyressa pusilla","Goncalves_etal_2018"
"1678",-48.85,-25.433333,"Vampyressa pusilla","Miretzki_2003"
"1679",-48.866667,-25.416667,"Vampyressa pusilla","Miretzki_2003"
"1680",-48.808,-25.383,"Vampyressa pusilla","Muylaert_etal_2017"
"1681",-48.801111,-25.368611,"Vampyressa pusilla","Portal_Da_Biodiversidade"
"1682",-48.583333,-25.25,"Vampyressa pusilla","Miretzki_2003"
"1683",-48.283331,-25.15,"Vampyressa pusilla","Portal_Da_Biodiversidade"
"1684",-49.8,-26.429167,"Vampyrodes caraccioli","Althoff_etal_2017"
"1685",-49.05,-26.05,"Vampyrodes caraccioli","Althoff_etal_2017"
"1686",-48.808,-25.383,"Vampyrodes caraccioli","Muylaert_etal_2017"
"1687",-48.283331,-25.15,"Vampyrodes caraccioli","Portal_Da_Biodiversidade"
