"","x","y","sp","ref"
"1",-50.261588,-29.89222,"Anoura caudifer","Noronha"
"2",-50.52658,-29.826862,"Anoura caudifer","Noronha"
"3",-50.203292,-29.67925,"Anoura caudifer","Portal_Da_Biodiversidade"
"4",-50.214467,-29.650516,"Anoura caudifer","Noronha"
"5",-49.863794,-29.367134,"Anoura caudifer","Noronha"
"6",-49.832478,-29.301122,"Anoura caudifer","Noronha"
"7",-49.937757,-29.210591,"Anoura caudifer","Noronha"
"8",-50.046389,-29.202222,"Anoura caudifer","Goncalves_etal_2018"
"9",-49.7,-29.1361,"Anoura caudifer","Bolla_etal_2017"
"10",-49.720348,-29.135455,"Anoura caudifer","Cherem_etal_2004"
"11",-49.8472,-28.8303,"Anoura caudifer","Bolla_etal_2017"
"12",-49.757778,-28.828333,"Anoura caudifer","Goncalves_etal_2018"
"13",-49.928611,-28.788333,"Anoura caudifer","unpublished records made by Fernando Carvalho"
"14",-49.411389,-28.713889,"Anoura caudifer","Goncalves_etal_2018"
"15",-49.432222,-28.69,"Anoura caudifer","unpublished records made by Fernando Carvalho"
"16",-49.5,-28.65,"Anoura caudifer","Bolla_etal_2017"
"17",-49.49884,-28.63749,"Anoura caudifer","Cherem_etal_2004"
"18",-49.550837,-28.616857,"Anoura caudifer","FURB_4569"
"19",-49.5167,-28.6167,"Anoura caudifer","FURB_873"
"20",-49.55376,-28.607792,"Anoura caudifer","FURB_2504"
"21",-49.425789,-28.599817,"Anoura caudifer","Cherem_etal_2004"
"22",-49.395,-28.594167,"Anoura caudifer","Goncalves_etal_2018"
"23",-49.4333,-28.5833,"Anoura caudifer","Bolla_etal_2017"
"24",-49.305,-28.533333,"Anoura caudifer","Goncalves_etal_2018"
"25",-49.266667,-28.533333,"Anoura caudifer","unpublished records made by Fernando Carvalho"
"26",-49.3167,-28.5167,"Anoura caudifer","Bolla_etal_2017"
"27",-49.4575,-28.5156,"Anoura caudifer","Bolla_etal_2017"
"28",-49.525556,-28.489444,"Anoura caudifer","unpublished records made by Fernando Carvalho"
"29",-49.255,-28.483889,"Anoura caudifer","unpublished records made by Fernando Carvalho"
"30",-49.25528,-28.48361,"Anoura caudifer","Muylaert_etal_2017"
"31",-49.185,-28.4358,"Anoura caudifer","Bolla_etal_2017"
"32",-49.1287395,-27.9041185,"Anoura caudifer","FURB_369"
"33",-48.805942,-27.734342,"Anoura caudifer","Portal_Da_Biodiversidade"
"34",-48.808186,-27.730043,"Anoura caudifer","FURB_5106"
"35",-48.50532532,-27.61540601,"Anoura caudifer","FURB_325"
"36",-48.537919,-27.595594,"Anoura caudifer","Cherem_etal_2004"
"37",-48.66960526,-27.49944032,"Anoura caudifer","FURB_3484"
"38",-48.9795,-27.437029,"Anoura caudifer","FURB_2494"
"45",-49.5306,-27.1353,"Anoura caudifer","FURB_2054"
"46",-49.520352,-27.133467,"Anoura caudifer","FURB_3787"
"47",-49.202493,-27.11066,"Anoura caudifer","Portal_Da_Biodiversidade"
"48",-49.185358,-27.109626,"Anoura caudifer","Muylaert_etal_2017"
"49",-49.199722,-27.064167,"Anoura caudifer","Portal_Da_Biodiversidade"
"50",-49.08,-27.06,"Anoura caudifer","Muylaert_etal_2017"
"51",-49.112233,-27.060308,"Anoura caudifer","Althoff_2007"
"52",-49.5175,-27.056667,"Anoura caudifer","Portal_Da_Biodiversidade"
"53",-49.09315,-27.052057,"Anoura caudifer","FURB_1610"
"54",-49.149167,-27.05,"Anoura caudifer","Althoff_2007"
"55",-49.2318821,-26.93140602,"Anoura caudifer","FURB_1530"
"56",-48.9566824,-26.9307306,"Anoura caudifer","FURB_6309"
"57",-48.956259,-26.929173,"Anoura caudifer","Cherem_etal_2004"
"58",-49.07266,-26.921735,"Anoura caudifer","Gruener_etal_2012"
"59",-49.104868,-26.88503,"Anoura caudifer","Cherem_etal_2004"
"60",-48.93949986,-26.88020099,"Anoura caudifer","FURB_6150"
"61",-49.0294468,-26.8652381,"Anoura caudifer","FURB_73"
"62",-49.05213,-26.8557,"Anoura caudifer","GBIF"
"63",-48.686667,-26.843333,"Anoura caudifer","Goncalves_etal_2018"
"64",-48.686944,-26.839167,"Anoura caudifer","unpublished records made by Fernando Carvalho"
"65",-48.9967,-26.7644,"Anoura caudifer","FURB_2085"
"66",-48.677543,-26.756894,"Anoura caudifer","Cherem_etal_2004"
"67",-48.675,-26.7561,"Anoura caudifer","FURB_1398"
"68",-49.485014,-26.713041,"Anoura caudifer","FURB_2730"
"69",-49.666667,-26.7,"Anoura caudifer","Portal_Da_Biodiversidade"
"70",-49.444167,-26.591944,"Anoura caudifer","unpublished records made by Fernando Carvalho"
"71",-49.091614,-26.526028,"Anoura caudifer","Portal_Da_Biodiversidade"
"72",-48.895278,-26.486944,"Anoura caudifer","Goncalves_etal_2018"
"73",-48.794167,-26.471667,"Anoura caudifer","unpublished records made by Fernando Carvalho"
"74",-49.002628,-26.468753,"Anoura caudifer","FURB_5788"
"75",-49.9071983,-26.3391899,"Anoura caudifer","FURB_1413"
"76",-48.840653,-26.301041,"Anoura caudifer","Cherem_etal_2004"
"77",-48.670556,-26.2775,"Anoura caudifer","Goncalves_etal_2018"
"78",-48.670278,-26.2775,"Anoura caudifer","unpublished records made by Fernando Carvalho"
"79",-48.530879,-26.26817,"Anoura caudifer","FURB_3933"
"80",-49.2832,-26.2563,"Anoura caudifer","FURB_4624"
"81",-49.379038,-26.250757,"Anoura caudifer","Portal_Da_Biodiversidade"
"82",-48.524964,-26.250692,"Anoura caudifer","Portal_Da_Biodiversidade"
"83",-49.378333,-26.25,"Anoura caudifer","Portal_Da_Biodiversidade"
"84",-49.0186,-26.1539,"Anoura caudifer","FURB_349"
"85",-48.785556,-26.111944,"Anoura caudifer","Goncalves_etal_2018"
"86",-48.788333,-26.099167,"Anoura caudifer","unpublished records made by Fernando Carvalho"
"87",-48.8545202,-26.0294904,"Anoura caudifer","FURB_4012"
"88",-48.724881,-25.756842,"Anoura caudifer","Portal_Da_Biodiversidade"
"89",-48.91667,-25.75,"Anoura caudifer","GBIF"
"90",-48.716667,-25.75,"Anoura caudifer","Muylaert_etal_2017"
"91",-48.516667,-25.65,"Anoura caudifer","Miretzki_2003"
"92",-48.547894,-25.595092,"Anoura caudifer","Portal_Da_Biodiversidade"
"93",-48.559167,-25.593333,"Anoura caudifer","Portal_Da_Biodiversidade"
"94",-48.552777,-25.582322,"Anoura caudifer","Goncalves_etal_2018"
"95",-48.833333,-25.466667,"Anoura caudifer","Miretzki_2003"
"96",-48.919167,-25.439444,"Anoura caudifer","Portal_Da_Biodiversidade"
"97",-48.916667,-25.433333,"Anoura caudifer","Miretzki_2003"
"98",-48.808,-25.383,"Anoura caudifer","Muylaert_etal_2017"
"99",-48.801111,-25.368611,"Anoura caudifer","Portal_Da_Biodiversidade"
"100",-48.2983017,-25.29002539,"Anoura caudifer","FURB_762"
"101",-48.75,-25.216667,"Anoura caudifer","Miretzki_2003"
"102",-47.995277,-25.185,"Anoura caudifer","GBIF"
"103",-48.283331,-25.15,"Anoura caudifer","Portal_Da_Biodiversidade"
"104",-47.966667,-25.133333,"Anoura caudifer","GBIF"
"105",-49.066667,-25.05,"Anoura caudifer","Miretzki_2003"
"106",-49.0858,-24.9744,"Anoura caudifer","SpeciesLink"
"107",-50.261588,-29.89222,"Anoura geoffroyi","Noronha"
"108",-49.94439,-29.442606,"Anoura geoffroyi","Noronha"
"109",-49.863794,-29.367134,"Anoura geoffroyi","Noronha"
"110",-49.832478,-29.301122,"Anoura geoffroyi","Noronha"
"111",-49.8472,-28.8303,"Anoura geoffroyi","Bolla_etal_2017"
"112",-49.757778,-28.828333,"Anoura geoffroyi","Goncalves_etal_2018"
"113",-49.928611,-28.788333,"Anoura geoffroyi","unpublished records made by Fernando Carvalho"
"114",-49.305,-28.533333,"Anoura geoffroyi","Goncalves_etal_2018"
"115",-49.266667,-28.533333,"Anoura geoffroyi","unpublished records made by Fernando Carvalho"
"116",-49.3167,-28.5167,"Anoura geoffroyi","Bolla_etal_2017"
"117",-49.4575,-28.5156,"Anoura geoffroyi","Bolla_etal_2017"
"118",-49.25528,-28.48361,"Anoura geoffroyi","Muylaert_etal_2017"
"119",-49.185,-28.4358,"Anoura geoffroyi","Bolla_etal_2017"
"120",-49.183331,-28.433331,"Anoura geoffroyi","Portal_Da_Biodiversidade"
"122",-48.49650621,-27.77898709,"Anoura geoffroyi","FURB_1024"
"123",-48.69,-27.72,"Anoura geoffroyi","FURB_4473"
"124",-48.537919,-27.595594,"Anoura geoffroyi","Cherem_etal_2004"
"126",-49.185358,-27.109626,"Anoura geoffroyi","Muylaert_etal_2017"
"127",-49.08,-27.06,"Anoura geoffroyi","Muylaert_etal_2017"
"128",-49.112233,-27.060308,"Anoura geoffroyi","Althoff_2007"
"129",-49.5175,-27.056667,"Anoura geoffroyi","Portal_Da_Biodiversidade"
"130",-49.09315,-27.052057,"Anoura geoffroyi","FURB_1609"
"131",-49.149167,-27.05,"Anoura geoffroyi","Althoff_2007"
"132",-49.2318821,-26.93140602,"Anoura geoffroyi","FURB_1661"
"133",-48.9566824,-26.9307306,"Anoura geoffroyi","FURB_5702"
"134",-49.0658025,-26.9195567,"Anoura geoffroyi","FURB_2103"
"135",-49.104868,-26.88503,"Anoura geoffroyi","Cherem_etal_2004"
"136",-49.0294468,-26.8652381,"Anoura geoffroyi","FURB_6122"
"137",-49.091614,-26.526028,"Anoura geoffroyi","Portal_Da_Biodiversidade"
"138",-49.252428,-26.427656,"Anoura geoffroyi","FURB_3907"
"139",-49.906278,-26.339347,"Anoura geoffroyi","Cherem_etal_2004"
"140",-49.9071983,-26.3391899,"Anoura geoffroyi","FURB_1414"
"141",-48.670556,-26.2775,"Anoura geoffroyi","Goncalves_etal_2018"
"142",-48.670278,-26.2775,"Anoura geoffroyi","unpublished records made by Fernando Carvalho"
"143",-48.530879,-26.26817,"Anoura geoffroyi","FURB_5675"
"144",-49.2832,-26.2563,"Anoura geoffroyi","FURB_5393"
"145",-49.378333,-26.25,"Anoura geoffroyi","Portal_Da_Biodiversidade"
"146",-48.5428,-25.8175,"Anoura geoffroyi","SpeciesLink"
"147",-48.519167,-25.785,"Anoura geoffroyi","Muylaert_etal_2017"
"148",-48.91667,-25.75,"Anoura geoffroyi","GBIF"
"149",-48.5,-25.666667,"Anoura geoffroyi","Miretzki_2003"
"150",-48.983333,-25.483333,"Anoura geoffroyi","Miretzki_2003"
"151",-49.283333,-25.466667,"Anoura geoffroyi","Miretzki_2003"
"152",-48.91900376,-25.4405836,"Anoura geoffroyi","Muylaert_etal_2017"
"153",-48.919167,-25.439444,"Anoura geoffroyi","Portal_Da_Biodiversidade"
"154",-48.916667,-25.433333,"Anoura geoffroyi","Miretzki_2003"
"155",-48.85,-25.433333,"Anoura geoffroyi","Miretzki_2003"
"156",-48.808,-25.383,"Anoura geoffroyi","Muylaert_etal_2017"
"157",-48.801111,-25.368611,"Anoura geoffroyi","Portal_Da_Biodiversidade"
"158",-49.0545355,-25.3046032,"Anoura geoffroyi","FURB_4563"
"159",-50.033333,-25.25,"Anoura geoffroyi","Miretzki_2003"
"160",-48.283331,-25.15,"Anoura geoffroyi","Portal_Da_Biodiversidade"
"161",-49.0858,-24.9744,"Anoura geoffroyi","SpeciesLink"
"162",-49.255,-28.483889,"Anoura geoffroyi","unpublished records made by Fernando Carvalho"
"163",-50.261588,-29.89222,"Artibeus fimbriatus","Noronha"
"164",-50.779692,-29.655167,"Artibeus fimbriatus","Noronha"
"165",-50.455817,-29.641954,"Artibeus fimbriatus","Noronha"
"166",-50.588729,-29.451421,"Artibeus fimbriatus","Noronha"
"167",-49.863794,-29.367134,"Artibeus fimbriatus","Noronha"
"168",-51.116667,-29.366667,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"169",-49.832478,-29.301122,"Artibeus fimbriatus","Noronha"
"170",-49.937757,-29.210591,"Artibeus fimbriatus","Noronha"
"171",-50.046389,-29.202222,"Artibeus fimbriatus","Goncalves_etal_2018"
"172",-50.04675,-29.201194,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"173",-49.7603204,-28.999338,"Artibeus fimbriatus","FURB_930"
"174",-49.759146,-28.998396,"Artibeus fimbriatus","Bolla_etal_2017"
"175",-49.759146,-28.998354,"Artibeus fimbriatus","Cherem_etal_2004"
"176",-49.8472,-28.8303,"Artibeus fimbriatus","Bolla_etal_2017"
"177",-49.929722,-28.788611,"Artibeus fimbriatus","Goncalves_etal_2018"
"178",-49.928611,-28.788333,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"179",-49.411389,-28.714167,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"180",-49.426953,-28.704589,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"181",-49.432222,-28.69,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"182",-49.378141,-28.68426,"Artibeus fimbriatus","Bolla_etal_2017"
"183",-49.703889,-28.672222,"Artibeus fimbriatus","Goncalves_etal_2018"
"184",-49.5,-28.65,"Artibeus fimbriatus","Bolla_etal_2017"
"185",-48.988611,-28.633333,"Artibeus fimbriatus","Goncalves_etal_2018"
"186",-49.024953,-28.616736,"Artibeus fimbriatus","Bolla_etal_2017"
"187",-49.5167,-28.6167,"Artibeus fimbriatus","FURB_868"
"188",-49.55376,-28.607792,"Artibeus fimbriatus","FURB_2417"
"189",-48.935833,-28.604722,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"190",-49.3248697,-28.6007346,"Artibeus fimbriatus","FURB_5859"
"191",-48.983333,-28.6,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"192",-48.973333,-28.585278,"Artibeus fimbriatus","Goncalves_etal_2018"
"193",-48.972778,-28.583611,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"194",-48.966667,-28.583333,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"195",-49.147958,-28.559057,"Artibeus fimbriatus","Cherem_etal_2004"
"196",-49.148227,-28.558859,"Artibeus fimbriatus","Bolla_etal_2017"
"197",-49.305,-28.533333,"Artibeus fimbriatus","Goncalves_etal_2018"
"198",-49.266667,-28.533333,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"199",-49.3167,-28.5167,"Artibeus fimbriatus","Bolla_etal_2017"
"200",-49.525556,-28.489444,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"201",-49.524444,-28.489167,"Artibeus fimbriatus","Goncalves_etal_2018"
"202",-49.255,-28.483889,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"203",-49.25528,-28.48361,"Artibeus fimbriatus","Muylaert_etal_2017"
"204",-49.185,-28.4358,"Artibeus fimbriatus","Bolla_etal_2017"
"205",-48.49650621,-27.77898709,"Artibeus fimbriatus","FURB_591"
"206",-48.805942,-27.734342,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"207",-48.53343487,-27.73140099,"Artibeus fimbriatus","FURB_124"
"208",-48.808186,-27.730043,"Artibeus fimbriatus","FURB_1115"
"209",-48.69,-27.72,"Artibeus fimbriatus","FURB_4487"
"210",-50.9866047,-27.6270557,"Artibeus fimbriatus","FURB_4786"
"211",-48.50532532,-27.61540601,"Artibeus fimbriatus","FURB_56"
"212",-48.6275,-27.6153,"Artibeus fimbriatus","FURB_1509"
"213",-48.52124829,-27.60041275,"Artibeus fimbriatus","FURB_574"
"214",-48.537919,-27.595594,"Artibeus fimbriatus","Cherem_etal_2004"
"215",-48.5500595,-27.5929253,"Artibeus fimbriatus","FURB_420"
"216",-48.466111,-27.516944,"Artibeus fimbriatus","Goncalves_etal_2018"
"217",-48.453889,-27.504444,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"218",-48.9795,-27.437029,"Artibeus fimbriatus","FURB_659"
"219",-48.620278,-27.427222,"Artibeus fimbriatus","Goncalves_etal_2018"
"220",-48.613056,-27.409444,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"221",-53.18345,-27.361935,"Artibeus fimbriatus","Noronha"
"222",-53.40998121,-27.36189731,"Artibeus fimbriatus","Muylaert_etal_2017"
"227",-53.896539,-27.250267,"Artibeus fimbriatus","Noronha"
"228",-53.0112648,-27.24547299,"Artibeus fimbriatus","FURB_2061"
"229",-49.733605,-27.217792,"Artibeus fimbriatus","GBIF"
"230",-49.6431,-27.2144,"Artibeus fimbriatus","FURB_407"
"231",-48.5294135,-27.1793352,"Artibeus fimbriatus","FURB_3007"
"232",-52.8740195,-27.1728962,"Artibeus fimbriatus","FURB_699"
"233",-52.7082221,-27.166352,"Artibeus fimbriatus","FURB_705"
"235",-49.5306,-27.1353,"Artibeus fimbriatus","FURB_2020"
"236",-49.520352,-27.133467,"Artibeus fimbriatus","FURB_2342"
"237",-49.185358,-27.109626,"Artibeus fimbriatus","Muylaert_etal_2017"
"238",-51.265803,-27.101456,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"239",-51.293763,-27.100498,"Artibeus fimbriatus","FURB_3693"
"240",-49.08,-27.06,"Artibeus fimbriatus","Muylaert_etal_2017"
"241",-49.112233,-27.060308,"Artibeus fimbriatus","Althoff_2007"
"242",-49.5175,-27.056667,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"243",-49.09315,-27.052057,"Artibeus fimbriatus","FURB_1664"
"244",-49.149167,-27.05,"Artibeus fimbriatus","Althoff_2007"
"245",-49.515175,-27.038206,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"246",-49.57105,-27.036117,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"247",-54.65,-27.033333,"Artibeus fimbriatus","Barquez"
"248",-49.2318821,-26.93140602,"Artibeus fimbriatus","FURB_1472"
"249",-48.9566824,-26.9307306,"Artibeus fimbriatus","FURB_4741"
"250",-48.956259,-26.929173,"Artibeus fimbriatus","Cherem_etal_2004"
"251",-49.066389,-26.919722,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"252",-49.0658025,-26.9195567,"Artibeus fimbriatus","FURB_1481"
"253",-49.083333,-26.916667,"Artibeus fimbriatus","Gruener_etal_2012"
"254",-52.7028055,-26.9058932,"Artibeus fimbriatus","FURB_2482"
"255",-49.072207,-26.902824,"Artibeus fimbriatus","Muylaert_etal_2017"
"256",-49.104868,-26.88503,"Artibeus fimbriatus","Cherem_etal_2004"
"257",-48.93949986,-26.88020099,"Artibeus fimbriatus","FURB_6153"
"258",-48.690278,-26.871111,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"259",-49.0294468,-26.8652381,"Artibeus fimbriatus","FURB_6077"
"260",-49.114639,-26.865036,"Artibeus fimbriatus","FURB_1399"
"261",-48.794687,-26.842005,"Artibeus fimbriatus","FURB_5701"
"262",-48.686944,-26.839167,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"263",-49.2967,-26.8017,"Artibeus fimbriatus","FURB_5858"
"264",-49.2117,-26.7681,"Artibeus fimbriatus","FURB_5634"
"265",-48.698611,-26.730556,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"266",-48.696389,-26.729722,"Artibeus fimbriatus","Goncalves_etal_2018"
"267",-49.485014,-26.713041,"Artibeus fimbriatus","FURB_2686"
"268",-52.544278,-26.652981,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"269",-52.543247,-26.614074,"Artibeus fimbriatus","FURB_3610"
"270",-49.091614,-26.526028,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"271",-48.895278,-26.486944,"Artibeus fimbriatus","Goncalves_etal_2018"
"272",-48.794167,-26.471667,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"273",-49.292767,-26.441028,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"274",-49.252428,-26.427656,"Artibeus fimbriatus","FURB_3447"
"275",-54.57,-26.4,"Artibeus fimbriatus","GBIF"
"277",-48.570911,-26.3651,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"278",-48.655193,-26.29824,"Artibeus fimbriatus","FURB_2780"
"279",-48.670556,-26.2775,"Artibeus fimbriatus","Goncalves_etal_2018"
"280",-48.670278,-26.2775,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"281",-48.530879,-26.26817,"Artibeus fimbriatus","FURB_3929"
"282",-49.2832,-26.2563,"Artibeus fimbriatus","FURB_5409"
"283",-48.524964,-26.250692,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"284",-49.378333,-26.25,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"285",-48.697992,-26.244556,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"286",-48.552222,-26.18,"Artibeus fimbriatus","unpublished records made by Fernando Carvalho"
"287",-49.0186,-26.1539,"Artibeus fimbriatus","FURB_359"
"288",-48.64523742,-26.08014768,"Artibeus fimbriatus","Muylaert_etal_2017"
"289",-49.183333,-25.916667,"Artibeus fimbriatus","Miretzki_2003"
"290",-48.5428,-25.8175,"Artibeus fimbriatus","SpeciesLink"
"291",-48.566667,-25.8,"Artibeus fimbriatus","Miretzki_2003"
"292",-48.519167,-25.785,"Artibeus fimbriatus","Muylaert_etal_2017"
"293",-48.724881,-25.756842,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"294",-48.91667,-25.75,"Artibeus fimbriatus","GBIF"
"295",-48.75,-25.75,"Artibeus fimbriatus","Miretzki_2003"
"296",-48.716667,-25.75,"Artibeus fimbriatus","Muylaert_etal_2017"
"297",-54.45,-25.683333,"Artibeus fimbriatus","Barquez"
"298",-48.7308594,-25.6155819,"Artibeus fimbriatus","FURB_941"
"299",-48.547894,-25.595092,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"300",-48.552777,-25.582322,"Artibeus fimbriatus","Goncalves_etal_2018"
"303",-48.990833,-25.515556,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"304",-48.833333,-25.466667,"Artibeus fimbriatus","Miretzki_2003"
"305",-53.878976,-25.458903,"Artibeus fimbriatus","Sekiama_etal_2001"
"306",-48.91900376,-25.4405836,"Artibeus fimbriatus","Muylaert_etal_2017"
"307",-48.919167,-25.439444,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"308",-48.85,-25.433333,"Artibeus fimbriatus","Miretzki_2003"
"309",-49.266667,-25.416667,"Artibeus fimbriatus","Miretzki_2003"
"310",-48.866667,-25.416667,"Artibeus fimbriatus","Miretzki_2003"
"311",-49.233333,-25.383333,"Artibeus fimbriatus","Miretzki_2003"
"312",-48.808,-25.383,"Artibeus fimbriatus","Muylaert_etal_2017"
"313",-48.801111,-25.368611,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"314",-51.482778,-25.354444,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"315",-48.18333333,-25.3,"Artibeus fimbriatus","SpeciesLink"
"316",-48.433333,-25.183333,"Artibeus fimbriatus","Miretzki_2003"
"317",-48.283331,-25.15,"Artibeus fimbriatus","Portal_Da_Biodiversidade"
"318",-48.816667,-25.083333,"Artibeus fimbriatus","Miretzki_2003"
"319",-50.261588,-29.89222,"Artibeus lituratus","Noronha"
"320",-50.2697,-29.8867,"Artibeus lituratus","FURB_948"
"321",-50.5236,-29.8309,"Artibeus lituratus","SpeciesLink"
"322",-50.52658,-29.826862,"Artibeus lituratus","Noronha"
"323",-50.779692,-29.655167,"Artibeus lituratus","Noronha"
"324",-50.588729,-29.451421,"Artibeus lituratus","Noronha"
"325",-49.863794,-29.367134,"Artibeus lituratus","Noronha"
"326",-49.832478,-29.301122,"Artibeus lituratus","Noronha"
"327",-49.937757,-29.210591,"Artibeus lituratus","Noronha"
"328",-50.046389,-29.202222,"Artibeus lituratus","Goncalves_etal_2018"
"329",-50.04675,-29.201194,"Artibeus lituratus","Portal_Da_Biodiversidade"
"330",-51.178611,-29.189167,"Artibeus lituratus","Portal_Da_Biodiversidade"
"331",-49.7,-29.1361,"Artibeus lituratus","Bolla_etal_2017"
"332",-49.720348,-29.135455,"Artibeus lituratus","Cherem_etal_2004"
"333",-49.7603204,-28.999338,"Artibeus lituratus","FURB_923"
"334",-49.759146,-28.998396,"Artibeus lituratus","Bolla_etal_2017"
"335",-49.759146,-28.998354,"Artibeus lituratus","Cherem_etal_2004"
"336",-49.6833,-28.9333,"Artibeus lituratus","Bolla_etal_2017"
"337",-49.646944,-28.8975,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"338",-49.677222,-28.891944,"Artibeus lituratus","Goncalves_etal_2018"
"339",-49.8472,-28.8303,"Artibeus lituratus","Bolla_etal_2017"
"340",-49.757778,-28.828333,"Artibeus lituratus","Goncalves_etal_2018"
"341",-49.929722,-28.788611,"Artibeus lituratus","Goncalves_etal_2018"
"342",-49.928611,-28.788333,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"343",-49.309722,-28.781111,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"344",-49.411389,-28.714167,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"345",-49.388611,-28.708889,"Artibeus lituratus","Portal_Da_Biodiversidade"
"346",-49.426953,-28.704589,"Artibeus lituratus","Portal_Da_Biodiversidade"
"347",-49.432222,-28.69,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"348",-49.378141,-28.68426,"Artibeus lituratus","Bolla_etal_2017"
"349",-49.36722222,-28.67444444,"Artibeus lituratus","Muylaert_etal_2017"
"350",-49.703889,-28.672222,"Artibeus lituratus","Goncalves_etal_2018"
"351",-49.5,-28.65,"Artibeus lituratus","Bolla_etal_2017"
"352",-49.49884,-28.63749,"Artibeus lituratus","Cherem_etal_2004"
"353",-48.988611,-28.633333,"Artibeus lituratus","Goncalves_etal_2018"
"354",-49.024953,-28.616736,"Artibeus lituratus","Bolla_etal_2017"
"355",-49.5167,-28.6167,"Artibeus lituratus","FURB_858"
"356",-49.55376,-28.607792,"Artibeus lituratus","FURB_2407"
"357",-49.3248697,-28.6007346,"Artibeus lituratus","FURB_5776"
"358",-48.983333,-28.6,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"359",-49.425789,-28.599817,"Artibeus lituratus","Cherem_etal_2004"
"360",-49.395,-28.594167,"Artibeus lituratus","Goncalves_etal_2018"
"361",-48.973056,-28.585278,"Artibeus lituratus","Portal_Da_Biodiversidade"
"362",-48.972778,-28.583611,"Artibeus lituratus","Portal_Da_Biodiversidade"
"363",-48.966667,-28.583333,"Artibeus lituratus","Portal_Da_Biodiversidade"
"364",-49.147958,-28.559057,"Artibeus lituratus","Cherem_etal_2004"
"365",-49.148227,-28.558859,"Artibeus lituratus","Bolla_etal_2017"
"366",-49.433331,-28.55,"Artibeus lituratus","Portal_Da_Biodiversidade"
"367",-49.452167,-28.547808,"Artibeus lituratus","Portal_Da_Biodiversidade"
"368",-49.305,-28.533333,"Artibeus lituratus","Goncalves_etal_2018"
"369",-49.266667,-28.533333,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"370",-49.3167,-28.5167,"Artibeus lituratus","Bolla_etal_2017"
"371",-49.4575,-28.5156,"Artibeus lituratus","Bolla_etal_2017"
"372",-49.525556,-28.489444,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"373",-49.255,-28.483889,"Artibeus lituratus","unpublished records made by Fernando Carvalho"
"374",-49.25528,-28.48361,"Artibeus lituratus","Muylaert_etal_2017"
"375",-49.185,-28.4358,"Artibeus lituratus","Bolla_etal_2017"
"376",-49.183331,-28.433331,"Artibeus lituratus","Portal_Da_Biodiversidade"
"377",-50.71444,-28.295769,"Artibeus lituratus","Reus_2009"
"379",-52.457328,-28.241367,"Artibeus lituratus","Portal_Da_Biodiversidade"
"380",-50.83417,-28.032377,"Artibeus lituratus","Reus_2009"
"381",-50.75206644,-27.88195243,"Artibeus lituratus","Muylaert_etal_2017"
